no,x,y,z
1,101.4961694,3.258095221,35.12737
2,101.4962376,3.258132111,34.11081
3,101.4964033,3.258188523,36.34092
4,101.4964535,3.258209151,34.99331
5,101.4965217,3.258246864,36.21195
6,101.4965971,3.258278794,36.82564
7,101.4966035,3.258356521,36.03585
8,101.4965312,3.2583231,35.70663
9,101.4964607,3.258290993,34.12939
10,101.49641,3.258244507,35.30087
11,101.4962434,3.258187109,34.65269
12,101.4961707,3.258150725,35.1899
13,101.4960913,3.258109086,37.28394
14,101.496033,3.25816408,36.63381
15,101.4961027,3.258196683,35.4346
16,101.4961789,3.258234047,35.81351
17,101.4962499,3.258265988,34.24307
18,101.4963162,3.258300082,35.43816
19,101.496418,3.258323547,36.01975
20,101.4964687,3.258368716,35.04963
21,101.4965425,3.258398509,35.0621
22,101.4966116,3.258438525,35.35648
23,101.4966161,3.258514774,35.44963
24,101.4965494,3.258483316,35.09998
25,101.4964734,3.258448094,33.82471
26,101.4964204,3.258401448,35.13835
27,101.4963262,3.258377635,35.36703
28,101.4962595,3.258342718,35.32303
29,101.4961866,3.258306335,35.39746
30,101.4961158,3.25827324,35.81319
31,101.4960452,3.258238827,36.71385
32,101.4959969,3.258293795,36.34864
33,101.4960498,3.258318919,33.94493
34,101.4961236,3.258353104,35.0427
35,101.4961954,3.258385538,32.82717
36,101.4962684,3.258422251,34.6698
37,101.4963386,3.258456994,35.3187
38,101.4964277,3.258484443,35.15068
39,101.4964845,3.258527291,35.07769
40,101.4965548,3.25856401,34.3192
41,101.4966259,3.258597763,35.47138
42,101.4966343,3.258677626,35.11412
43,101.4965628,3.258642447,34.90659
44,101.4964927,3.258608801,34.65829
45,101.496433,3.258566125,35.60453
46,101.4963476,3.258535812,34.82315
47,101.4962786,3.258502384,35.41442
48,101.4962038,3.258469146,32.61829
49,101.4961308,3.258432037,35.04794
50,101.4960605,3.258401027,35.83869
51,101.4959871,3.258363656,37.18201
52,101.4959363,3.258415391,36.33184
53,101.4959965,3.258440936,36.41884
54,101.4960659,3.258480952,35.20195
55,101.4961402,3.258512611,35.12695
56,101.4962108,3.258545816,34.73011
57,101.4962785,3.258582542,34.37067
58,101.4963565,3.258615289,34.85844
59,101.4964434,3.258641646,34.72106
60,101.4964979,3.258687189,33.05898
61,101.4965726,3.258721921,34.60075
62,101.496643,3.258757104,35.52575
63,101.4966506,3.258835486,34.95216
64,101.4965734,3.258798344,35.09321
65,101.4965064,3.258764911,34.63787
66,101.4964498,3.258723984,34.42593
67,101.4963687,3.258696954,35.29978
68,101.4962916,3.258660691,34.64104
69,101.4962208,3.258627706,34.58897
70,101.4961517,3.258590324,34.8152
71,101.4960771,3.258554933,35.06143
72,101.4960051,3.258521951,36.00055
73,101.4959322,3.258488313,37.21899
74,101.4958727,3.258528869,37.30997
75,101.495942,3.258566909,36.7368
76,101.496015,3.258602524,35.31696
77,101.496086,3.258638364,34.88422
78,101.4961559,3.258669594,34.5547
79,101.4962289,3.258706087,34.8171
80,101.4962991,3.258740611,34.22113
81,101.496376,3.258775996,35.18737
82,101.4964564,3.258800832,35.17913
83,101.4965142,3.25883912,34.77495
84,101.4964638,3.258882948,35.25902
85,101.4963844,3.25885833,35.12169
86,101.4963134,3.258818318,34.9144
87,101.4962404,3.258785119,34.87951
88,101.4961689,3.258750159,34.89745
89,101.4960965,3.258715641,34.7293
90,101.496026,3.258678482,35.35908
91,101.4959543,3.258642645,35.50825
92,101.4958773,3.258610334,36.38693
93,101.4958191,3.258583686,36.54713
94,101.4957694,3.258629489,37.26893
95,101.4958193,3.25865484,37.26628
96,101.495891,3.25868892,34.64022
97,101.4959645,3.258724314,35.1526
98,101.4960354,3.258758397,35.19856
99,101.4957586,3.258697595,36.67645
100,101.4956888,3.258682991,36.78102
