no,x,y,z
1,2.470020975,102.3920876,74.65168762
2,2.469999018,102.3921641,74.33060455
3,2.469964845,102.3922785,74.87474823
4,2.469932947,102.3923705,75.02149963
5,2.469904907,102.3924588,75.44615936
6,2.469870982,102.3925422,75.17514801
7,2.469099205,102.3930072,74.86585236
8,2.469080062,102.392943,74.98919678
9,2.469147389,102.3929026,74.62343597
10,2.469148313,102.3929793,75.11154938
11,2.46921487,102.3928626,74.64185333
12,2.469213788,102.3929407,75.01772308
13,2.469282045,102.3928236,74.78769684
14,2.469279418,102.3929026,74.53813171
15,2.469347057,102.3927857,74.20276642
16,2.4693452,102.3928633,74.39060974
17,2.469413303,102.3927463,74.16188049
18,2.469413145,102.3928232,74.43234253
19,2.469477078,102.3927086,74.04164886
20,2.469479551,102.3927862,74.4464035
21,2.469543018,102.3926705,74.24600983
22,2.469543942,102.3927472,75.11173248
23,2.469612354,102.3926301,73.75659943
24,2.469611579,102.3927074,74.55334473
25,2.469677517,102.3925901,74.13925934
26,2.469676435,102.392669,74.54106903
27,2.469740981,102.3925513,74.2886734
28,2.469742217,102.3926293,74.77270508
29,2.469807692,102.3925124,75.36315918
30,2.469808311,102.3925911,75.74066162
31,2.46987519,102.3923244,73.98977661
32,2.469875963,102.3924027,75.15270996
33,2.469809721,102.3923658,73.86003876
34,2.469811571,102.3924412,73.99208069
35,2.469743625,102.3924029,73.52109528
36,2.469742999,102.3924773,73.471138
37,2.469675059,102.3924416,73.26499176
38,2.469676756,102.3925179,73.78063202
39,2.46961082,102.3924797,72.76074982
40,2.469611437,102.3925571,73.79167938
41,2.469543801,102.3925188,73.26350403
42,2.469547813,102.3925936,73.69979095
43,2.469478786,102.3925556,73.09017181
44,2.469479707,102.3926306,73.47431183
45,2.469411456,102.392594,72.83487701
46,2.469413925,102.3926701,72.99465942
47,2.469346448,102.392634,72.79119873
48,2.469346752,102.3927094,74.09662628
49,2.469278344,102.3926718,73.4899826
50,2.46928066,102.3927488,73.83579254
51,2.469214413,102.3927092,73.8294754
52,2.469211626,102.3927853,74.56600952
53,2.469147084,102.3927479,74.22279358
54,2.469147701,102.392826,74.18975067
55,2.469080685,102.3927885,74.31684875
56,2.469083773,102.3928647,74.61088562
57,2.469013513,102.3927504,74.33339691
58,2.469081458,102.39271,73.61354828
59,2.469081156,102.3926356,72.932724
60,2.469146782,102.3925953,72.72879028
61,2.469148794,102.3926745,73.347229
62,2.46921303,102.3925568,72.42111969
63,2.469213954,102.3926335,73.17589569
64,2.469280669,102.3925183,71.5585022
65,2.469279277,102.392596,72.91755676
66,2.469345834,102.3924796,71.19265747
67,2.469347226,102.3925582,72.1654892
68,2.469411771,102.3925187,72.29019165
69,2.469411774,102.3924417,71.23331451
70,2.469478947,102.3924021,71.73940277
71,2.469477864,102.39248,72.44216919
72,2.469541949,102.3924424,72.72762299
73,2.469544886,102.3923638,71.63805389
74,2.469612679,102.3923249,71.76531982
75,2.469610666,102.3924017,72.5463028
76,2.469676764,102.392287,72.70379639
77,2.469674751,102.3923639,72.59013367
78,2.469743168,102.3922495,72.63179016
79,2.469742543,102.3923247,73.3944397
80,2.469809721,102.3922093,72.53877258
81,2.469810027,102.392286,73.40624237
82,2.469875037,102.3921687,72.88240051
83,2.469875036,102.3922464,73.42206573
84,2.469942056,102.3921289,73.76866913
85,2.469939897,102.3922103,74.41172791
