QGC WPL 110
0	1	0	16	0	0	0	0	2.469464	102.392589	78.214162	1
1	0	3	16	1.00000000	0.00000000	0.00000000	0.00000000	2.46984228	102.39264670	6.893440	1
2	0	10	184	9.00000000	1900.00000000	1.00000000	2.00000000	0.00000000	0.00000000	0.000000	1
3	0	10	93	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
4	0	3	16	1.00000000	0.00000000	0.00000000	0.00000000	2.46982294	102.39271600	7.160751	1
5	0	10	184	9.00000000	1900.00000000	1.00000000	2.00000000	0.00000000	0.00000000	0.000000	1
6	0	10	93	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
7	0	3	16	1.00000000	0.00000000	0.00000000	0.00000000	2.46980848	102.39279600	7.130844	1
8	0	10	184	9.00000000	1900.00000000	1.00000000	2.00000000	0.00000000	0.00000000	0.000000	1
9	0	10	93	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
10	0	3	16	1.00000000	0.00000000	0.00000000	0.00000000	2.46979818	102.39286180	7.750519	1
11	0	10	184	9.00000000	1900.00000000	1.00000000	2.00000000	0.00000000	0.00000000	0.000000	1
12	0	10	93	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
13	0	3	16	1.00000000	0.00000000	0.00000000	0.00000000	2.46979321	102.39292850	7.146645	1
14	0	10	184	9.00000000	1900.00000000	1.00000000	2.00000000	0.00000000	0.00000000	0.000000	1
15	0	10	93	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
16	0	3	16	1.00000000	0.00000000	0.00000000	0.00000000	2.46979450	102.39299700	7.317947	1
17	0	10	184	9.00000000	1900.00000000	1.00000000	2.00000000	0.00000000	0.00000000	0.000000	1
18	0	10	93	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
19	0	3	16	1.00000000	0.00000000	0.00000000	0.00000000	2.46979363	102.39306660	7.627922	1
20	0	10	184	9.00000000	1900.00000000	1.00000000	2.00000000	0.00000000	0.00000000	0.000000	1
21	0	10	93	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
22	0	3	16	1.00000000	0.00000000	0.00000000	0.00000000	2.46978937	102.39313930	8.338974	1
23	0	10	184	9.00000000	1900.00000000	1.00000000	2.00000000	0.00000000	0.00000000	0.000000	1
24	0	10	93	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
25	0	3	16	1.00000000	0.00000000	0.00000000	0.00000000	2.46978729	102.39321780	7.603607	1
26	0	10	184	9.00000000	1900.00000000	1.00000000	2.00000000	0.00000000	0.00000000	0.000000	1
27	0	10	93	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
28	0	3	16	1.00000000	0.00000000	0.00000000	0.00000000	2.46978168	102.39327620	7.690079	1
29	0	10	184	9.00000000	1900.00000000	1.00000000	2.00000000	0.00000000	0.00000000	0.000000	1
30	0	10	93	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
31	0	3	16	1.00000000	0.00000000	0.00000000	0.00000000	2.46977108	102.39338710	7.248970	1
32	0	10	184	9.00000000	1900.00000000	1.00000000	2.00000000	0.00000000	0.00000000	0.000000	1
33	0	10	93	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
34	0	3	16	1.00000000	0.00000000	0.00000000	0.00000000	2.46975898	102.39344360	6.444031	1
35	0	10	184	9.00000000	1900.00000000	1.00000000	2.00000000	0.00000000	0.00000000	0.000000	1
36	0	10	93	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
37	0	3	16	1.00000000	0.00000000	0.00000000	0.00000000	2.46970405	102.39357820	5.898094	1
38	0	10	184	9.00000000	1900.00000000	1.00000000	2.00000000	0.00000000	0.00000000	0.000000	1
39	0	10	93	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
40	0	3	16	1.00000000	0.00000000	0.00000000	0.00000000	2.46974085	102.39350440	6.394463	1
41	0	10	184	9.00000000	1900.00000000	1.00000000	2.00000000	0.00000000	0.00000000	0.000000	1
